Spec_File,OptUV_Radius_cm,OptUV_Temperature_K,OptUV_ChiSquare,SoftX_Radius_cm,SoftX_Temperature_K,SoftX_ChiSquare
0333,229450075898644.53,43113.424743658674,1.1444470954201059e+41,5328016230076.534,328633.3764141353,1.889897379407017e+41
0334,260949006234250.75,39719.147316981514,8.894091470703785e+40,6673191099699.122,328633.3764141353,1.5355232892033733e+40
0335,222188381437239.4,43113.424743658674,1.15024054297678e+41,5502149664498.068,339945.2305545469,1.6677413146693352e+40
0336,229450075898644.53,41950.93588729162,9.9330321894496e+40,5681974232668.811,351646.4488109529,4.3536704760629444e+40
0337,222188381437239.4,41950.93588729162,7.328721633540097e+40,5681974232668.811,339945.2305545469,2.5589373868191084e+40
0338,229450075898644.53,40819.79179996614,6.492332395421303e+40,5328016230076.534,363750.433443757,5.250858752142347e+40
0339,236949101430692.06,40819.79179996614,8.210446896046985e+40,7589287469431.688,328633.3764141353,2.2787328456783724e+40
0340,260949006234250.75,43113.424743658674,2.4135562991671296e+41,6891288349137.303,317697.9300964932,1.5122624307584402e+40
0341,244693214630330.4,40819.79179996614,6.0807808986916e+40,7589287469431.688,307126.36643578357,7.761923686959259e+39
0342,236949101430692.06,40819.79179996614,5.080067371165753e+40,5502149664498.068,351646.4488109529,3.823680610907609e+40
0343,252690425600276.66,41950.93588729162,1.2799667901906468e+41,8093469310810.928,328633.3764141353,2.4573691335273874e+40
0344,229450075898644.53,40819.79179996614,7.091232588616773e+40,6673191099699.122,328633.3764141353,1.0779663338948839e+40
0345,244693214630330.4,40819.79179996614,6.582364445122682e+40,8357984947891.931,307126.36643578357,1.120549015621308e+40
0346,229450075898644.53,40819.79179996614,6.900043268368859e+40,6257485343945.197,339945.2305545469,4.4888110457527156e+39
0347,269477498772982.75,41950.93588729162,2.4580346379433593e+41,4393032100351.1543,402620.02379144216,6.029911589929119e+40
0348,278284724639857.44,40819.79179996614,1.9679345500377417e+41,5681974232668.811,363750.433443757,4.586286303646438e+40
0349,269477498772982.75,41950.93588729162,2.4990407849365928e+41,6673191099699.122,339945.2305545469,2.990103641497499e+40
0350,208347178983248.0,41950.93588729162,4.927225579516056e+40,2625999326339.922,445643.1351108912,1.2673012970117613e+41
0351,215156506932285.7,40819.79179996614,5.852202733689127e+40,3396483377864.7783,402620.02379144216,5.446627953680578e+40
0352,383846842129873.5,39719.147316981514,5.404464482530877e+41,2891979376341.5117,445643.1351108912,4.928696163063584e+40
